method,function_value,error,arguments,time_duration
evolution strategies algorithm search,0.0008304967203535399,0.0008304967203535399,"[0.020381821764364223, 0.01098462103808348, 0.017158559454946168]",0.03699159622192383
evolution strategies algorithm search,2.5072115960747147e-07,2.5072115960747147e-07,"[0.00027662284864256315, 0.00028416039873685516, 0.0003057021867865137]",0.037368059158325195
evolution strategies algorithm search,1.484933762248979e-05,1.484933762248979e-05,"[-0.0011485710830338083, 0.003160383875041795, 0.001882045656216698]",0.0359644889831543
evolution strategies algorithm search,5.921807598531648e-06,5.921807598531648e-06,"[0.0017646006113542986, -0.0008026466439191512, 0.001470969287899991]",0.03561830520629883
evolution strategies algorithm search,1.1854898743514245e-08,1.1854898743514245e-08,"[-2.7137627241907985e-05, -0.00010409889318516605, -1.6788935904841855e-05]",0.03659868240356445
evolution strategies algorithm search,9.017284227223241e-07,9.017284227223241e-07,"[0.0006898289545985253, 0.0006005454876850114, -0.0002553616128963036]",0.03863978385925293
evolution strategies algorithm search,4.457587825562065e-06,4.457587825562065e-06,"[-0.002102401177912565, -0.00014878485372634722, -0.00012393619316226076]",0.035994529724121094
evolution strategies algorithm search,4.513986156312138e-09,4.513986156312138e-09,"[5.4642659740038936e-05, -1.2373887618959289e-05, 3.708170435726805e-05]",0.035657405853271484
evolution strategies algorithm search,1.1820117805091766e-09,1.1820117805091766e-09,"[-2.3585804277154884e-05, 2.1872746919531474e-05, -1.213690896822768e-05]",0.036771297454833984
evolution strategies algorithm search,2.8636910883046895e-05,2.8636910883046895e-05,"[0.001820359487724122, 0.0015024172828891488, -0.0048027017944669076]",0.03645801544189453
evolution strategies algorithm search,1.504763257835364e-07,1.504763257835364e-07,"[0.0002715962612174224, 0.0001910725176581796, -0.0002005070813513047]",0.03957343101501465
evolution strategies algorithm search,1.9182621743592406e-07,1.9182621743592406e-07,"[-0.00020938568983572747, 0.0002557076898560976, -0.00028739768209990564]",0.03795266151428223
evolution strategies algorithm search,3.4186092120687175e-08,3.4186092120687175e-08,"[0.00013860338659228, -6.018969999715788e-05, -0.00010654761076669096]",0.036968231201171875
evolution strategies algorithm search,2.196720554014157e-10,2.196720554014157e-10,"[-4.435580789690061e-06, -1.0251069322797473e-05, -9.74234346544756e-06]",0.03630423545837402
evolution strategies algorithm search,2.3637027612367656e-09,2.3637027612367656e-09,"[5.998954076371129e-06, -4.47877105549079e-05, -1.7938124051197432e-05]",0.03651094436645508
evolution strategies algorithm search,4.536776691732925e-06,4.536776691732925e-06,"[-0.0020945053264161424, -0.00019570388080177996, -0.00033395227261759494]",0.045440673828125
evolution strategies algorithm search,2.24844274070539e-05,2.24844274070539e-05,"[0.0034581145712801473, 9.524530136217685e-05, -0.0032429615094111508]",0.03895998001098633
evolution strategies algorithm search,2.4316413123987406e-08,2.4316413123987406e-08,"[-5.5054006910543594e-05, -0.00011598040093358354, 8.85099771007e-05]",0.0360867977142334
evolution strategies algorithm search,3.724508274058042e-06,3.724508274058042e-06,"[0.0016538433559355765, -0.0007839150203374013, 0.000612199043592199]",0.03680896759033203
evolution strategies algorithm search,2.4500373049924176e-07,2.4500373049924176e-07,"[-0.0003849304153131152, 0.00030910532156535556, 3.5863714895316765e-05]",0.037245988845825195
evolution strategies algorithm search,3.1712729425962213e-06,3.1712729425962213e-06,"[0.0005856281674143694, -0.0016815946900624358, 2.3492349412714865e-05]",0.039099931716918945
evolution strategies algorithm search,7.817161655400683e-08,7.817161655400683e-08,"[-0.00018871824858265329, -0.00011050164141965441, 0.00017420225730301205]",0.038123369216918945
evolution strategies algorithm search,8.923095327225335e-06,8.923095327225335e-06,"[7.070211923291755e-05, 0.0006082546015067666, -0.002923717304615334]",0.04117178916931152
evolution strategies algorithm search,5.765152795250244e-09,5.765152795250244e-09,"[-7.542401872286366e-05, -8.066131771505236e-07, -8.701699266568777e-06]",0.038372039794921875
evolution strategies algorithm search,6.014196693545915e-06,6.014196693545915e-06,"[0.001714227463345857, -0.0010771313352342052, -0.0013839830143875763]",0.03589367866516113
evolution strategies algorithm search,2.418665153006631e-08,2.418665153006631e-08,"[6.575602528721518e-05, 0.00010243416702225463, 9.679895709639784e-05]",0.035479068756103516
evolution strategies algorithm search,7.624600021866691e-08,7.624600021866691e-08,"[-0.00021612303241103396, -0.00011502166948115878, -0.00012769827966692873]",0.0357511043548584
evolution strategies algorithm search,1.9392810510220705e-06,1.9392810510220705e-06,"[-0.0004626300847907325, -0.0012653420175198892, 0.00035236917340665075]",0.03878474235534668
evolution strategies algorithm search,1.3112823971245007e-05,1.3112823971245007e-05,"[-0.0008627319684658382, -0.0019468005338460345, 0.0029289051202196466]",0.036290884017944336
evolution strategies algorithm search,8.181567976462949e-08,8.181567976462949e-08,"[-0.0001827384025734635, 3.316742717813885e-05, -0.00021753684231391962]",0.035154104232788086
evolution strategies algorithm search,7.83484129773906e-06,7.83484129773906e-06,"[-9.39800794921176e-05, -0.002247504858638937, 0.001665752368388557]",0.03508567810058594
evolution strategies algorithm search,7.83722667730946e-09,7.83722667730946e-09,"[4.87705590009738e-05, -5.832298826493707e-05, -4.535513523174643e-05]",0.036285400390625
genetic algorithm,0.0015155593341092185,0.0015155593341092185,"[-0.012062498770877284, 0.031336928018767196, -0.019699045658569503]",0.04577279090881348
genetic algorithm,0.0006536720707736895,0.0006536720707736895,"[-0.007990949046570606, -0.017165494125325864, -0.017180297306572]",0.0378572940826416
genetic algorithm,0.0029713248529073533,0.0029713248529073533,"[-0.00398503077068213, -0.0039243800839390275, 0.05422216911578559]",0.04016375541687012
genetic algorithm,0.00042973163893811486,0.00042973163893811486,"[-0.006809740122790231, 0.0024556414714478336, -0.01942495568493996]",0.03959178924560547
genetic algorithm,0.0007427987866762683,0.0007427987866762683,"[0.000225937615304872, -0.014625847074578147, -0.02299635484639495]",0.03788876533508301
genetic algorithm,0.008237976803741517,0.008237976803741517,"[-0.026676130232178963, 0.08659793707745322, 0.005211350449432217]",0.03812837600708008
genetic algorithm,0.0009429440591726743,0.0009429440591726743,"[0.005800363884862492, -0.013361313450177548, -0.02703285299153535]",0.03749275207519531
genetic algorithm,0.004589664866147933,0.004589664866147933,"[0.021132506677565388, 0.05502457973088326, -0.03339727014458305]",0.04088902473449707
genetic algorithm,0.0021723956261507065,0.0021723956261507065,"[-0.004430238347733706, -0.023713601135446183, 0.039880242420551326]",0.040126800537109375
genetic algorithm,0.002730472873850701,0.002730472873850701,"[0.0019640233071260838, 0.04579553865907471, -0.02508752927701252]",0.03784966468811035
genetic algorithm,0.0032610350973970516,0.0032610350973970516,"[-0.008953028077966607, 0.051882169845240966, 0.022116031239391987]",0.03773665428161621
genetic algorithm,0.0005253934553528431,0.0005253934553528431,"[0.020943482798351454, 0.009066617192615922, 0.0021355178085329385]",0.03813672065734863
genetic algorithm,0.000340383429131773,0.000340383429131773,"[-0.0028137087159976204, -0.016126865086494746, 0.00850827214393668]",0.040779829025268555
genetic algorithm,0.0002379584974595463,0.0002379584974595463,"[0.0022942472963087823, 0.010292328303350473, -0.01125890336129487]",0.03731179237365723
genetic algorithm,0.00010942941715002809,0.00010942941715002809,"[-0.003858249852077833, 0.007749658706117657, -0.00587248798786888]",0.037336111068725586
genetic algorithm,0.0006436262406551434,0.0006436262406551434,"[-0.0211437052278729, 0.00940552562457242, -0.010397406292796063]",0.042847394943237305
genetic algorithm,0.002352987042336226,0.002352987042336226,"[-0.03241206069768232, -0.02386322118552897, 0.027073825705217658]",0.03513026237487793
genetic algorithm,0.002948938663641403,0.002948938663641403,"[0.053619640072062325, -0.008552419401677724, -0.000853805927420126]",0.038933753967285156
genetic algorithm,0.0019787924997370894,0.0019787924997370894,"[0.0005466042034836249, 0.044478797938623416, -0.00036091206260380204]",0.03683829307556152
genetic algorithm,0.0007163814165895091,0.0007163814165895091,"[-0.024706838837049716, 0.009929494437288966, 0.0027126871344496095]",0.03667926788330078
genetic algorithm,0.01014885929443009,0.01014885929443009,"[-0.006894425885805688, 0.09868322499960769, -0.019051175549346766]",0.03567624092102051
genetic algorithm,0.0012419045582926298,0.0012419045582926298,"[-0.0002044312037874363, -0.018940987994868763, 0.029717027777921956]",0.03633618354797363
genetic algorithm,0.007410723312336739,0.007410723312336739,"[-0.033177047729648024, -0.04688882121739191, -0.06412055256409488]",0.042014122009277344
genetic algorithm,0.0008583198054359039,0.0008583198054359039,"[0.022761905398576587, -0.0012633712720404588, -0.018401613002428263]",0.03614640235900879
genetic algorithm,0.001848700368059636,0.001848700368059636,"[-0.03959227520131492, -0.007953930041722401, -0.014760999604849445]",0.03812098503112793
genetic algorithm,0.006440020940211942,0.006440020940211942,"[-0.06691790493357175, -0.04367062710509728, -0.007408864134328397]",0.03832435607910156
genetic algorithm,0.006860826731673549,0.006860826731673549,"[0.07075062579571245, -0.02190579530379999, -0.0370851966867729]",0.03787422180175781
genetic algorithm,0.005943244959332238,0.005943244959332238,"[0.029137377894667083, 0.07001173492660762, 0.013878585710440206]",0.039414167404174805
genetic algorithm,0.001247068345636926,0.001247068345636926,"[0.00580609305675317, 0.022636709149669088, 0.026475215351844383]",0.0390472412109375
genetic algorithm,0.001987300220877667,0.001987300220877667,"[-0.02323346040545715, 0.0024454675198111175, 0.03796743640378253]",0.03824472427368164
genetic algorithm,0.017007254581716546,0.017007254581716546,"[-0.12921853112386295, -0.01604295723587512, 0.00724219020985295]",0.03889775276184082
genetic algorithm,0.0007569911199659874,0.0007569911199659874,"[0.025236494690991762, -0.0012333390308576497, 0.010889872841888248]",0.04529523849487305
genetic algorithm,0.0017490383794251075,0.0017490383794251075,"[-0.0020125974946356706, 0.04143295009748016, 0.005319631281340165]",0.03982257843017578
genetic algorithm,0.00023004753371784264,0.00023004753371784264,"[0.006206156322686951, -0.013369452448866781, 0.0035761569643550928]",0.039510250091552734
genetic algorithm,0.0009038387323062099,0.0009038387323062099,"[0.002942005451782137, 0.027462592686518406, 0.011873893176304051]",0.037410736083984375
genetic algorithm,0.007177756745704212,0.007177756745704212,"[-0.05047643181302952, -0.06785903063463827, -0.005003852361532779]",0.03864240646362305
genetic algorithm,0.008059448622172036,0.008059448622172036,"[-0.0037500163016623844, 0.05051444914980863, 0.07411933908907109]",0.03761768341064453
genetic algorithm,0.011799165764848131,0.011799165764848131,"[0.09566819664169302, 0.04716166577015635, 0.020555758267661872]",0.03874564170837402
genetic algorithm,0.0019641306574589633,0.0019641306574589633,"[0.03651234476228282, 0.009652119305199491, 0.023190858766707123]",0.041352272033691406
genetic algorithm,0.003282358096012428,0.003282358096012428,"[-0.024049928594696013, -0.001506515053693036, 0.051977778357635174]",0.0378570556640625
genetic algorithm,0.011939622545744846,0.011939622545744846,"[-0.05492646764592024, 0.09406765747267443, 0.008601250798001558]",0.0372622013092041
genetic algorithm,0.0032450018074788403,0.0032450018074788403,"[-0.0026083024116640985, 0.00690765557695272, 0.05648435943195551]",0.03773164749145508
genetic algorithm,0.008958083927638374,0.008958083927638374,"[0.09239650774361508, -0.0029803471985978547, 0.02029992155152982]",0.03760528564453125
genetic algorithm,0.0038775305518774063,0.0038775305518774063,"[-0.05807876242507781, 0.0019681543600906792, -0.02237217636850808]",0.04003119468688965
genetic algorithm,0.0035709877388597584,0.0035709877388597584,"[0.05584438879439446, -0.007481901932688828, -0.01991012612993437]",0.03761124610900879
genetic algorithm,0.006402819598743059,0.006402819598743059,"[-0.011343071283649309, -0.07053446755834258, -0.0360422421452693]",0.038127899169921875
genetic algorithm,0.0001430051543822841,0.0001430051543822841,"[-0.00015257729783968443, -0.0036981722702034148, 0.011371253071247978]",0.0369873046875
genetic algorithm,0.0008081299575645436,0.0008081299575645436,"[-0.015035506723851455, 0.01904920300829893, 0.014805112626055106]",0.044243812561035156
genetic algorithm,0.0020783769183428764,0.0020783769183428764,"[0.04009168557569964, -0.0007173338876746982, 0.021691452190568228]",0.03970813751220703
genetic algorithm,0.026073185501988994,0.026073185501988994,"[0.1608878161895717, 0.009786903252351209, 0.009618348531255094]",0.038603782653808594
genetic algorithm,0.002423965585517712,0.002423965585517712,"[-0.03929024518530788, 0.0031904363531900515, -0.029496836011212224]",0.037784576416015625
genetic algorithm,0.0014233157233479107,0.0014233157233479107,"[-0.02069716501978469, -0.011885022672375456, 0.029217962276121057]",0.03671526908874512
genetic algorithm,0.0001392971238353313,0.0001392971238353313,"[-0.008127553099244622, -0.002960848424205409, -0.008029531808466217]",0.0358734130859375
genetic algorithm,0.01220769520308927,0.01220769520308927,"[-0.02818187499426905, -0.10423628646899985, -0.02341524520583249]",0.03556489944458008
genetic algorithm,0.0018452252698616712,0.0018452252698616712,"[-0.008835162300421473, 0.04117914528814204, 0.008452406185517347]",0.037180185317993164
genetic algorithm,0.0013522546567010549,0.0013522546567010549,"[-0.028283268045379728, 0.0076828759674327785, -0.022210016259410992]",0.03735947608947754
genetic algorithm,0.02645002850529793,0.02645002850529793,"[-0.14145583626785374, 0.07954883670878488, -0.010595162544253967]",0.0358586311340332
genetic algorithm,0.0008096886951999248,0.0008096886951999248,"[-0.00766371257760845, 0.026690658211210305, 0.0062100699657960945]",0.034773826599121094
genetic algorithm,0.0023603865926614264,0.0023603865926614264,"[0.013773465319973255, -0.04555836016612069, 0.009752643985860843]",0.03640580177307129
genetic algorithm,0.0002911364374372576,0.0002911364374372576,"[-0.013302730023603715, -0.004972296276470445, 0.00945780530014062]",0.03439021110534668
genetic algorithm,0.02939802906795535,0.02939802906795535,"[-0.05865173126765377, 0.08887721724715014, 0.1343831973933689]",0.03892660140991211
genetic algorithm,0.0022921431956276286,0.0022921431956276286,"[-0.0032612063936170443, -0.005207242507758281, -0.047480441804507834]",0.036486148834228516
genetic algorithm,0.024165288192723806,0.024165288192723806,"[0.005005455335183484, 0.15471850548724397, -0.014227356374426847]",0.03556108474731445
genetic algorithm,0.0017980160120459874,0.0017980160120459874,"[0.03569340547210231, 0.010848183282092805, 0.02015722543725218]",0.04284095764160156
